Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount-Leg 1,Call amount-Leg 2,Call currency-Leg 1,Call currency-Leg 2,Put amount-Leg 1,Put amount-Leg 2,Put currency-Leg 1,Put currency-Leg 2,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location-Leg 1,Settlement location-Leg 2,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type
"722302315","603995375","CORR","","2023-04-21T08:50:16Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-21T08:50:16Z","2023-04-21","2023-07-07","","false","BBSF","false","true","","50,000,000","390,000,000","EUR","CNY","","","","","","","","","","","","","","","","","50000000","","EUR","","390000000","","CNY","","7.8","CNY/EUR","2023-07-07","","","135,450","EUR","","","","","","","7.8","EUR/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302316","603995374","CORR","","2023-04-21T08:50:16Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-21T08:50:16Z","2023-04-21","2023-07-07","","false","BBSF","false","true","","30,263,100","230,000,000","EUR","CNY","","","","","","","","","","","","","","","","","30263100","","EUR","","229999560","","CNY","","7.6","CNY/EUR","2023-07-07","","","279,207.3606","EUR","","","","","","","7.6","EUR/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302317","606875413","CORR","","2023-04-25T16:56:20Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-25T16:56:20Z","2023-04-25","2023-06-09","","false","BBSF","false","true","","25,714,250","180,000,000","USD","CNY","","","","","","","","","","","","","","","","","25714250","","USD","","179999750","","CNY","","7","CNY/USD","2023-06-09","","","99,514.1475","USD","","","","","","","7","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302318","606874970","CORR","","2023-04-25T16:56:20Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-25T16:56:20Z","2023-04-25","2023-06-09","","false","BBSF","false","true","","24,460,500","170,000,000","USD","CNY","","","","","","","","","","","","","","","","","24460500","","USD","","170000475","","CNY","","6.95","CNY/USD","2023-06-09","","","147,986.025","USD","","","","","","","6.95","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302319","608059683","CORR","","2023-04-26T13:03:36Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-26T13:03:36Z","2023-04-26","2023-05-03","","false","BBSF","true","true","","7,499,250","52,000,000","USD","CNY","","","","","","","","","","","","","","","","","7499250","","USD","","51999800","","CNY","","6.934","CNY/USD","2023-05-03","","","20,060.49375","USD","","","","","","","6.934","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302320","606669726","CORR","","2023-04-25T12:37:34Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-25T12:37:34Z","2023-04-25","2023-05-02","","false","BBSF","true","false","","2,000,000","13,860,345","USD","CNY","","","","","","","","","","","","","","","","","2000000","","USD","","17000000","","CNY","","6.9302","CNY/USD","2023-05-02","","","5,599.9776","USD","","","","","","","6.9302","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302321","608059684","CORR","","2023-04-26T13:03:36Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-26T13:03:36Z","2023-04-26","2023-05-03","","false","BBSF","true","true","","7,499,250","52,000,000","USD","CNY","","","","","","","","","","","","","","","","","51999800","","CNY","","7499250","","USD","","6.934","USD/CNY","2023-05-03","","","19,123.0875","USD","","","","","","","6.934","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302322","606669727","CORR","","2023-04-25T12:37:34Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-25T12:37:34Z","2023-04-25","2023-05-02","","false","BBSF","true","false","","2,000,000","13,860,345","USD","CNY","","","","","","","","","","","","","","","","","17000000","","CNY","","2000000","","USD","","6.9302","USD/CNY","2023-05-02","","","5,339.97864","USD","","","","","","","6.9302","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302323","606875415","CORR","","2023-04-25T16:56:20Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-25T16:56:20Z","2023-04-25","2023-06-09","","false","BBSF","false","true","","25,352,000","180,000,000","USD","CNY","","","","","","","","","","","","","","","","","25352000","","USD","","179999200","","CNY","","7.1","CNY/USD","2023-06-09","","","40,056.16","USD","","","","","","","7.1","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302324","609410552","CORR","","2023-04-27T12:48:10Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-27T12:48:10Z","2023-04-27","2023-05-04","","false","BBSF","true","false","","2,018,480","14,000,000","USD","CNY","","","","","","","","","","","","","","","","","2018480","","USD","","13999975","","CNY","","6.9359","CNY/USD","2023-05-04","","","6,257.288","USD","","","","","","","6.9359","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302325","610889562","CORR","","2023-04-28T12:41:41Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-28T12:41:41Z","2023-04-28","2023-05-05","","false","BBSF","true","false","","3,752,614","26,000,000","USD","CNY","","","","","","","","","","","","","","","","","25999986","","CNY","","3752614","","USD","","6.9285","USD/CNY","2023-05-05","","","10,414.01096","USD","","","","","","","6.9285","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302326","606875414","CORR","","2023-04-25T16:56:20Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-25T16:56:20Z","2023-04-25","2023-06-09","","false","BBSF","false","true","","25,532,000","180,000,000","USD","CNY","","","","","","","","","","","","","","","","","25532000","","USD","","180000600","","CNY","","7.05","CNY/USD","2023-06-09","","","63,319.36","USD","","","","","","","7.05","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302327","610889563","CORR","","2023-04-28T12:41:41Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-28T12:41:41Z","2023-04-28","2023-05-05","","false","BBSF","true","false","","3,752,614","26,000,000","USD","CNY","","","","","","","","","","","","","","","","","3752614","","USD","","25999986","","CNY","","6.9285","CNY/USD","2023-05-05","","","9,474.84324","USD","","","","","","","6.9285","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302328","609410553","CORR","","2023-04-27T12:48:10Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-27T12:48:10Z","2023-04-27","2023-05-04","","false","BBSF","true","false","","2,018,480","14,000,000","USD","CNY","","","","","","","","","","","","","","","","","13999975","","CNY","","2018480","","USD","","6.9359","USD/CNY","2023-05-04","","","5,550.82","USD","","","","","","","6.9359","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302329","611622001","CORR","","2023-05-01T13:18:13Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-01T13:18:13Z","2023-05-01","2023-05-08","","false","BBSF","true","false","","4,323,005","30,000,000","USD","CNY","","","","","","","","","","","","","","","","","29999925","","CNY","","4323005","","USD","","6.9396","USD/CNY","2023-05-08","","","11,715.34355","USD","","","","","","","6.9396","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302330","612102869","CORR","","2023-05-02T14:19:56Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-02T14:19:56Z","2023-05-02","2023-05-09","","false","BBSF","true","false","","3,745,356","26,000,000","USD","CNY","","","","","","","","","","","","","","","","","3745356","","USD","","25999887","","CNY","","6.9419","CNY/USD","2023-05-09","","","10,805.35206","USD","","","","","","","6.9419","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302331","611622000","CORR","","2023-05-01T13:18:13Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-01T13:18:13Z","2023-05-01","2023-05-08","","false","BBSF","true","false","","4,323,005","30,000,000","USD","CNY","","","","","","","","","","","","","","","","","4323005","","USD","","29999925","","CNY","","6.9396","CNY/USD","2023-05-08","","","12,190.8741","USD","","","","","","","6.9396","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302332","612759956","CORR","","2023-05-03T14:47:48Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-03T14:47:48Z","2023-05-03","2023-05-10","","false","BBSF","true","false","","3,000,000","20,727,000","USD","CNY","","","","","","","","","","","","","","","","","22000000","","CNY","","3000000","","USD","","6.909","USD/CNY","2023-05-10","","","8,259","USD","","","","","","","6.909","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302333","613979700","CORR","","2023-05-04T13:02:22Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-04T13:02:22Z","2023-05-04","2023-05-11","","false","BBSF","true","false","","2,889,125","20,000,000","USD","CNY","","","","","","","","","","","","","","","","","2889125","","USD","","19999968","","CNY","","6.9225","CNY/USD","2023-05-11","","","7,945.09375","USD","","","","","","","6.9225","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302334","613979701","CORR","","2023-05-04T13:02:22Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-04T13:02:22Z","2023-05-04","2023-05-11","","false","BBSF","true","false","","2,889,125","20,000,000","USD","CNY","","","","","","","","","","","","","","","","","19999968","","CNY","","2889125","","USD","","6.9225","USD/CNY","2023-05-11","","","7,511.725","USD","","","","","","","6.9225","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302335","612759957","CORR","","2023-05-03T14:47:48Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-03T14:47:48Z","2023-05-03","2023-05-10","","false","BBSF","true","false","","3,000,000","20,727,000","USD","CNY","","","","","","","","","","","","","","","","","3000000","","USD","","22000000","","CNY","","6.909","CNY/USD","2023-05-10","","","8,679","USD","","","","","","","6.909","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302336","615115883","CORR","","2023-05-05T12:47:38Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-05T12:47:38Z","2023-05-05","2023-05-12","","false","BBSF","true","false","","2,310,327","16,000,000","USD","CNY","","","","","","","","","","","","","","","","","15999939","","CNY","","2310327","","USD","","6.9254","USD/CNY","2023-05-12","","","5,246.75262","USD","","","","","","","6.9254","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302337","612102870","CORR","","2023-05-02T14:19:56Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-02T14:19:56Z","2023-05-02","2023-05-09","","false","BBSF","true","false","","3,745,356","26,000,000","USD","CNY","","","","","","","","","","","","","","","","","25999887","","CNY","","3745356","","USD","","6.9419","USD/CNY","2023-05-09","","","10,824.07884","USD","","","","","","","6.9419","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302338","615115881","CORR","","2023-05-05T12:47:38Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-05T12:47:38Z","2023-05-05","2023-05-12","","false","BBSF","true","false","","2,310,327","16,000,000","USD","CNY","","","","","","","","","","","","","","","","","2310327","","USD","","15999939","","CNY","","6.9254","CNY/USD","2023-05-12","","","5,230.58033","USD","","","","","","","6.9254","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302339","620491480","CORR","","2023-05-11T17:25:42Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-11T17:25:42Z","2023-05-11","2023-07-13","","false","BBSF","true","true","","19,635,400","140,000,000","USD","CNY","","","","","","","","","","","","","","","","","19635400","","USD","","140000402","","CNY","","7.13","CNY/USD","2023-07-13","","","28,667.684","USD","","","","","","","7.13","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302340","620491481","CORR","","2023-05-11T17:25:42Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-11T17:25:42Z","2023-05-11","2023-07-13","","false","BBSF","true","true","","19,830,000","140,000,000","USD","CNY","","","","","","","","","","","","","","","","","19830000","","USD","","139999800","","CNY","","7.06","CNY/USD","2023-07-13","","","55,127.4","USD","","","","","","","7.06","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302341","618913497","CORR","","2023-05-10T12:47:54Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-10T12:47:54Z","2023-05-10","2023-05-17","","false","BBSF","true","false","","3,000,000","20,743,479","USD","CNY","","","","","","","","","","","","","","","","","19000000","","CNY","","3000000","","USD","","6.9145","USD/CNY","2023-05-17","","","5,534.99447","USD","","","","","","","6.9145","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302342","618913496","CORR","","2023-05-10T12:47:54Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-10T12:47:54Z","2023-05-10","2023-05-17","","false","BBSF","true","false","","3,000,000","20,743,479","USD","CNY","","","","","","","","","","","","","","","","","3000000","","USD","","19000000","","CNY","","6.9145","CNY/USD","2023-05-17","","","6,752.99325","USD","","","","","","","6.9145","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
